scenario_id|domain_group|language_code|language_name|query_en|query_native|review_status|reviewed_by|review_date|notes
S08|market|SAT|Santali|How do I store mangoes after harvest to keep them fresh longer?||draft_pending_agri_validation|||
S08|market|SD|Sindhi|How do I store mangoes after harvest to keep them fresh longer?||draft_pending_agri_validation|||
S08|market|UR|Urdu|How do I store mangoes after harvest to keep them fresh longer?||draft_pending_agri_validation|||
S09|soil|HI|Hindi|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|KN|Kannada|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|TA|Tamil|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|PA|Punjabi|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|TE|Telugu|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|AS|Assamese|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|BN|Bengali|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|BRX|Bodo|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|DOI|Dogri|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|GU|Gujarati|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|KS|Kashmiri|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|KOK|Konkani|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|MAI|Maithili|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|ML|Malayalam|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|MNI|Manipuri (Meitei)|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|MR|Marathi|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|NE|Nepali|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|OR|Odia|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|SA|Sanskrit|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|SAT|Santali|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|SD|Sindhi|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S09|soil|UR|Urdu|How should I prepare the field before planting banana in Tamil Nadu?||draft_pending_agri_validation|||
S10|pest|HI|Hindi|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|KN|Kannada|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|TA|Tamil|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|PA|Punjabi|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|TE|Telugu|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|AS|Assamese|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|BN|Bengali|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|BRX|Bodo|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|DOI|Dogri|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|GU|Gujarati|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|KS|Kashmiri|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|KOK|Konkani|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|MAI|Maithili|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|ML|Malayalam|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|MNI|Manipuri (Meitei)|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|MR|Marathi|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|NE|Nepali|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|OR|Odia|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|SA|Sanskrit|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|SAT|Santali|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|SD|Sindhi|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S10|pest|UR|Urdu|What are the best methods for weed control in maize in Madhya Pradesh?||draft_pending_agri_validation|||
S11|market|HI|Hindi|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|KN|Kannada|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|TA|Tamil|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|PA|Punjabi|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|TE|Telugu|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|AS|Assamese|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|BN|Bengali|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|BRX|Bodo|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|DOI|Dogri|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|GU|Gujarati|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|KS|Kashmiri|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|KOK|Konkani|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|MAI|Maithili|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|ML|Malayalam|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|MNI|Manipuri (Meitei)|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|MR|Marathi|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|NE|Nepali|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|OR|Odia|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|SA|Sanskrit|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|SAT|Santali|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|SD|Sindhi|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S11|market|UR|Urdu|What is the price of wheat in Sirsa mandi, Haryana today?||draft_pending_agri_validation|||
S12|market|HI|Hindi|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|KN|Kannada|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|TA|Tamil|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|PA|Punjabi|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|TE|Telugu|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|AS|Assamese|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|BN|Bengali|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|BRX|Bodo|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|DOI|Dogri|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|GU|Gujarati|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|KS|Kashmiri|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|KOK|Konkani|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|MAI|Maithili|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|ML|Malayalam|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|MNI|Manipuri (Meitei)|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|MR|Marathi|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|NE|Nepali|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|OR|Odia|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|SA|Sanskrit|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|SAT|Santali|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
S12|market|SD|Sindhi|What is the current price of paddy in Karnal mandi, Haryana?||draft_pending_agri_validation|||
