name,query,script_language,vocal_language,expected_tools,observed_tools,http_status,graph_status,latency_seconds,response_text,error,technical_pass,routing_pass,tool_pass,trace_url,trace_available,expected_nodes,observed_nodes,node_pass,node_reason,expected_domain,observed_domain,expected_plan,observed_plan,plan_pass,plan_reason,answer_quality_enabled,answerrelevancymetric_score,answerrelevancymetric_passed,answerrelevancymetric_reason,source_check_required,source_attribution_pass,source_attribution_reason,disclaimer_required,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_required,two_hr_disclaimer_present,language_required,language_pass,disclaimer_language_pass,disclaimer_language_reason,failure_reason,triage_category,triage_action,severity
greeting_question,Namaste Ajrasakha!,English,English,,,200,success,0.0,Mock response for greeting_question,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,General,,"{'knowledge_base': True, 'is_complete': False}","{'knowledge_base': True, 'is_complete': False}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
no_tool_greeting_2,"Hello, who are you?",English,English,,,200,success,0.0,Mock response for no_tool_greeting_2,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,General,,"{'knowledge_base': True, 'is_complete': False}","{'knowledge_base': True, 'is_complete': False}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
simple_weather_control,What is the weather today in Delhi?,English,English,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for simple_weather_control,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
multi_tool_question,"What is the weather forecast for Ludhiana, Punjab and what should I do for yellow rust in wheat?",English,English,"weather,gdb,upload_question_to_reviewer_system","weather,gdb,upload_question_to_reviewer_system",200,success,0.0,Mock response for multi_tool_question,,True,True,True,,False,"planner,execute_plan,retrieval_sanitizer,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Plant Protection,,"{'weather': True, 'knowledge_base': True, 'state': 'Punjab', 'crop': 'Wheat', 'is_complete': True}","{'weather': True, 'knowledge_base': True, 'state': 'Punjab', 'crop': 'Wheat', 'is_complete': True}",True,,False,,,disabled,True,False,GDB response missing source attribution,False,True,True,False,True,False,True,True,,,passed,no_action,
mandya_paddy_price,What is the price of paddy in Mandya Mandi?,English,English,"mandi,upload_question_to_reviewer_system","mandi,upload_question_to_reviewer_system",200,success,0.0,Mock response for mandya_paddy_price,,True,True,True,,False,,not_checked,True,node validation disabled because trace node capture is unreliable,Market,,"{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'English', 'vocal_language': 'English'}","{'mandi': True, 'weather': False, 'soil': False, 'schemes': False, 'script_language': 'English', 'vocal_language': 'English'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_1_hindi,पंजाब के रूपनगर जिले में आज मौसम कैसा रहेगा?,Hindi,Hindi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_1_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_1_tamil,பஞ்சாப் மாநிலத்தின் ரூப்நகர் மாவட்டத்தில் இன்று வானிலை எப்படி இருக்கும்?,Tamil,Tamil,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_1_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_1_telugu,పంజాబ్ రాష్ట్రంలోని రూప్‌నగర్ జిల్లాలో ఈరోజు వాతావరణం ఎలా ఉంటుంది?,Telugu,Telugu,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_1_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_1_kannada,ಪಂಜಾಬ್ ರಾಜ್ಯದ ರೂಪನಗರ ಜಿಲ್ಲೆಯಲ್ಲಿ ಇಂದು ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,Kannada,Kannada,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_1_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_1_punjabi,ਪੰਜਾਬ ਦੇ ਰੂਪਨਗਰ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,Punjabi,Punjabi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_1_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'weather': True, 'mandi': False, 'soil': False, 'schemes': False, 'knowledge_base': False, 'is_complete': True, 'state': 'Punjab', 'crop': 'all', 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_2_hindi,क्या आज दिल्ली में बारिश होगी?,Hindi,Hindi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_2_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_2_tamil,இன்று டெல்லியில் மழை பெய்யுமா?,Tamil,Tamil,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_2_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_2_telugu,ఈరోజు ఢిల్లీలో వర్షం పడుతుందా?,Telugu,Telugu,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_2_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_2_kannada,ಇಂದು ದೆಹಲಿಯಲ್ಲಿ ಮಳೆಯಾಗುತ್ತದೆಯೇ?,Kannada,Kannada,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_2_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_2_punjabi,ਕੀ ਅੱਜ ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,Punjabi,Punjabi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_2_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'weather': True, 'state': 'Delhi', 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_3_hindi,पंजाब के लुधियाना में अगले कुछ दिनों का मौसम पूर्वानुमान क्या है?,Hindi,Hindi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_3_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_3_tamil,பஞ்சாப் மாநிலத்தின் லூதியானாவில் அடுத்த சில நாட்களுக்கு வானிலை முன்னறிவிப்பு என்ன?,Tamil,Tamil,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_3_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_3_telugu,పంజాబ్‌లోని లూధియానాకు వచ్చే కొన్ని రోజుల వాతావరణ సూచన ఏమిటి?,Telugu,Telugu,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_3_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_3_kannada,ಪಂಜಾಬಿನ ಲುಧಿಯಾನಾದ ಮುಂದಿನ ಕೆಲವು ದಿನಗಳ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,Kannada,Kannada,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_3_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
weather_question_3_punjabi,ਪੰਜਾਬ ਦੇ ਲੁਧਿਆਣਾ ਲਈ ਅਗਲੇ ਕੁਝ ਦਿਨਾਂ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,Punjabi,Punjabi,"weather,upload_question_to_reviewer_system","weather,upload_question_to_reviewer_system",200,success,0.0,Mock response for weather_question_3_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Weather,,"{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'weather': True, 'state': 'Punjab', 'stable': False, 'crop': 'all', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_1_hindi,हरियाणा के सिरसा मंडी में गेहूं का भाव क्या है?,Hindi,Hindi,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_1_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_1_tamil,ஹரியானாவின் சிற்சா மண்டியில் கோதுமையின் விலை என்ன?,Tamil,Tamil,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_1_tamil,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Tamil', 'vocal_language': 'Tamil'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_1_telugu,హర్యానాలోని సిర్సా మండిలో గోధుమ ధర ఎంత?,Telugu,Telugu,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_1_telugu,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Telugu', 'vocal_language': 'Telugu'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_1_kannada,ಹರಿಯಾಣದ ಸಿರ್ಸಾ ಮಂಡಿಯಲ್ಲಿ ಗೋಧಿಯ ಬೆಲೆ ಎಷ್ಟು?,Kannada,Kannada,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_1_kannada,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Kannada', 'vocal_language': 'Kannada'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_1_punjabi,ਹਰਿਆਣਾ ਦੇ ਸਿਰਸਾ ਮੰਡੀ ਵਿੱਚ ਗੇਂਹੂਂ ਦਾ ਭਾਅ ਕੀ ਹੈ?,Punjabi,Punjabi,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_1_punjabi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Wheat', 'is_complete': True, 'script_language': 'Punjabi', 'vocal_language': 'Punjabi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
market_question_2_hindi,हरियाणा के करनाल मंडी में धान का वर्तमान भाव क्या है?,Hindi,Hindi,"market,upload_question_to_reviewer_system","market,upload_question_to_reviewer_system",200,success,0.0,Mock response for market_question_2_hindi,,True,True,True,,False,"planner,execute_plan,assemble_answer_body,translate_answer",not_checked,True,node validation disabled because trace node capture is unreliable,Market Prices,,"{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}","{'mandi': True, 'state': 'Haryana', 'crop': 'Paddy', 'is_complete': True, 'script_language': 'Hindi', 'vocal_language': 'Hindi'}",True,,False,,,disabled,False,True,,False,True,True,False,True,False,True,True,,,passed,no_action,
